"STOP_ID","DIRECTION_ID","STOP_NAME","STATION_NAME","STATION_DESCRIPTIVE_NAME","MAP_ID","ADA","RED","BLUE","G","BRN","P","Pexp","Y","Pnk","O","Location"
30046,"N","79th (Howard-bound)","79th","79th (Red Line)",40240,"true","true","false","false","false","false","false","false","false","false","(41.750419, -87.625112)"
30204,"S","Linden (Howard-Loop-bound)","Linden","Linden (Purple Line)",41050,"true","false","false","false","false","true","true","false","false","false","(42.073153, -87.69073)"
30092,"E","Racine (O'Hare-bound)","Racine","Racine (Blue Line)",40470,"false","false","true","false","false","false","false","false","false","false","(41.87592, -87.659458)"
30254,"S","Paulina (Loop-bound)","Paulina","Paulina (Brown Line)",41310,"true","false","false","false","true","false","false","false","false","false","(41.943623, -87.670907)"
30134,"S","Dempster (Howard-Loop-bound)","Dempster","Dempster (Purple Line)",40690,"false","false","false","false","false","true","true","false","false","false","(42.041655, -87.681602)"
30031,"W","LaSalle/Van Buren (Inner Loop)","LaSalle/Van Buren","LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,"false","false","false","false","false","false","true","false","true","true","(41.8768, -87.631739)"
30292,"W","Conservatory (Harlem-bound)","Conservatory","Conservatory (Green Line)",41670,"true","false","false","true","false","false","false","false","false","false","(41.884904, -87.716523)"
30104,"S","Diversey (Loop-bound)","Diversey","Diversey (Brown & Purple Lines)",40530,"true","false","false","false","true","false","true","false","false","false","(41.932732, -87.653131)"
30028,"E","Pulaski (Loop-bound)","Pulaski","Pulaski (Pink Line)",40150,"true","false","false","false","false","false","false","false","true","false","(41.853732, -87.724311)"
30040,"E","Damen (Loop-bound)","Damen","Damen (Pink Line)",40210,"true","false","false","false","false","false","false","false","true","false","(41.854517, -87.675975)"
30278,"S","Addison (Loop-bound)","Addison","Addison (Brown Line)",41440,"true","false","false","false","true","false","false","false","false","false","(41.947028, -87.674642)"
30159,"N","Rosemont (O'Hare-bound)","Rosemont","Rosemont (Blue Line)",40820,"true","false","true","false","false","false","false","false","false","false","(41.983507, -87.859388)"
30018,"N","Damen (Kimball-bound)","Damen","Damen (Brown Line)",40090,"true","false","false","false","true","false","false","false","false","false","(41.966286, -87.678639)"
30220,"S","Kedzie (Midway-bound)","Kedzie","Kedzie (Orange Line)",41150,"true","false","false","false","false","false","false","false","false","true","(41.804236, -87.704406)"
30275,"N","87th (Howard-bound)","87th","87th (Red Line)",41430,"true","true","false","false","false","false","false","false","false","false","(41.735372, -87.624717)"
30203,"N","Linden (Linden-bound)","Linden","Linden (Purple Line)",41050,"true","false","false","false","false","true","true","false","false","false","(42.073153, -87.69073)"
30266,"W","California (Harlem-bound)","California","California (Green Line)",41360,"true","false","false","true","false","false","false","false","false","false","(41.88422, -87.696234)"
30056,"E","Ashland/63rd (Harlem-bound)","Ashland/63rd","Ashland/63rd (Green Line)",40290,"true","false","false","true","false","false","false","false","false","false","(41.77886, -87.663766)"
30133,"N","Dempster (Linden-bound)","Dempster","Dempster (Purple Line)",40690,"false","false","false","false","false","true","true","false","false","false","(42.041655, -87.681602)"
30171,"N","O'Hare (Terminal Arrival)","O'Hare","O'Hare (Blue Line)",40890,"true","false","true","false","false","false","false","false","false","false","(41.97766526, -87.90422307)"
